22-11-25-200-801,Autopilot Aileron Actuator Linkage Inspection,自动驾驶仪副翼作动筒连杆检查,1134
22-11-26-000-801,Autopilot Elevator Actuator Removal,拆卸自动驾驶仪升降舵作动筒,1135
22-11-26-400-801,Autopilot Elevator Actuator Installation,安装自动驾驶仪升降舵作动筒,1136
22-11-26-820-801,Autopilot Elevator Actuator Adjustment and Test,自动驾驶仪升降舵作动筒调节和测试,1137
22-11-26-710-801,Autopilot Elevator Actuator Test,自动驾驶仪升降舵作动筒测试,1138
22-11-26-200-802,Autopilot Elevator Actuator Linkage Inspection,自动驾驶仪升降舵作动筒渗漏检查,1139
22-11-27-000-801,Spoiler Position Sensor Removal,拆卸扰流板位置传感器,1140
22-11-27-400-801,Spoiler Position Sensor Installation,安装扰流板位置传感器,1141
22-11-27-820-801,Spoiler Position Sensor Adjustment,扰流板位置传感器调节,1142
22-11-27-710-801,Spoiler Position Sensor Test,扰流板位置传感器测试,1143
22-11-29-000-801,Aileron Position Sensor Removal,拆卸副翼位置传感器,1144
22-11-29-400-801,Aileron Position Sensor Installation,安装副翼位置传感器,1145
22-11-29-820-801,Aileron Position Sensor Adjustment,副翼位置传感器调节,1146
22-11-29-710-801,Aileron Position Sensor Test,副翼位置传感器测试,1147
22-11-30-000-801,Elevator Position Sensor Removal,升降舵位置传感器拆卸,1148
22-11-30-400-801,Elevator Position Sensor Installation,安装升降舵位置传感器,1149
22-11-30-820-801,Elevator Position Sensor Adjustment and Test,升降舵位置传感器调节和测试,1150
22-11-30-710-801,Elevator Position Sensor Test,升降舵位置传感器测试,1151
22-11-31-000-801,Stabilizer Position Sensor Removal,安定面位置传感器的拆卸,1152
22-11-31-400-801,Stabilizer Position Sensor Installation,安定面位置传感器的安装,1153
22-11-31-820-801,Stabilizer Position Sensor Adjustment and Test,安定面位置传感器调节和测试,1154
22-11-31-710-801,Stabilizer Position Sensor Test,安定面位置传感器测试,1155
22-11-33-470-802,FCC Software Installation with an Airborne Data Loader,用机载数据载入器安装FCC 软件,1156
22-11-33-000-801,Flight Control Computer Removal,飞行控制计算机拆卸,1157
22-11-33-400-801,Flight Control Computer Installation,飞行控制计算机安装,1158
22-11-34-740-801,DFCS MODE CONTROL PANEL -ADJUSTMENT/TEST,DFCS 模式控制面板调整测试,1159
22-11-41-000-801,Autopilot Disengage Switch Removal,自动驾驶脱开电门拆卸,1160
22-11-41-400-801,Autopilot Disengage Switch Installation,安装自动驾驶仪脱开电门,1161
22-11-81-710-801,Stabilizer Trim Motor Test,安定面配平马达测试,1162
22-23-00-000-801,Yaw Damper Indicator Removal,偏航阻尼器指示器拆卸,1163
22-23-00-400-801,Yaw Damper Indicator Installation,偏航阻尼器指示器安装,1164
22-23-00-710-801,Yaw Damper Indicator Installation,偏航阻尼器系统-操作测试,1165
22-23-00-710-802,Yaw Damper System - System Test,偏航阻尼器系统-系统测试,1166
22-31-00-710-801,Autothrottle System - Operational Test,自动油门系统-操作测试,1167
22-31-00-710-802,Autothrottle System - System Test,自动油门系统-系统测试,1168
22-31-10-000-801,Autothrottle Computer Removal,自动油门计算机拆卸,1169
22-31-10-400-801,Autothrottle Computer Installation,安装自动油门计算机,1170
23-11-00-710-801,HF Communication System -Operational Test,HF 通讯系统-操作测试,1171
23-11-00-730-801,HF Communication System - System Test,HF 通讯系统-系统测试,1172
23-11-21-000-801,HF Transceiver - Removal,HF 收发器-拆卸,1173
23-11-21-400-801,HF Transceiver - Installation,HF 收发器-安装,1174
23-11-31-000-801,HF Control Panel - Removal,HF 控制面板-拆卸,1175
23-11-31-400-801,HF Control Panel - Installation,HF 控制面板-安装,1176
23-11-51-000-801,HF Communication Antenna Removal,HF 通讯天线拆卸,1177
23-11-51-400-801,HF Communication Antenna Installation,HF 通讯天线安装,1178
23-11-51-760-801,HF Antenna - Electrical Bond Check,HF 天线-电搭接检查,1179
23-11-61-000-801,HF Antenna Coupler - Removal,HF 天线耦合器-拆卸,1180
23-11-61-400-801,HF Antenna Coupler - Installation,HF 天线耦合器-安装,1181
23-12-00-710-801,VHF Communication System -Operational Test,VHF 通讯系统-操作测试,1182
23-12-00-730-801,VHF Communication System - System Test,VHF 通讯系统-系统测试,1183
23-12-11-000-801,VHF Communication Antenna -Removal,VHF 通讯天线-拆卸,1184
23-12-11-000-802,VHF Communication Antenna With Gasket - Removal,带密封垫的VHF 通讯天线-拆卸,1185
23-12-11-400-801,VHF Communication Antenna -Installation,VHF 通讯天线-安装,1186
23-12-11-400-802,VHF Communication Antenna With  Gasket - Installation,带密封垫的VHF 通讯天线-安装,1187
23-12-21-020-801,VHF Communication Transceiver -Removal,VHF 通讯收发器-拆卸,1188
23-12-21-420-801,VHF Communication Transceiver -Installation,VHF 通讯收发器-安装,1189
23-12-31-000-801,VHF Communication Control Panel -Removal,VHF 通讯控制面板-拆卸,1190
23-12-31-400-801,VHF Communication Control Panel -Installation,VHF 通讯控制面板-安装,1191
23-12-41-000-801,Radio Tuning Panel (RTP) - Removal,无线电调谐面板(RTP)-拆卸,1192
23-12-41-400-801,Radio Tuning Panel (RTP) - Installation,无线电调谐面板(RTP)-安装,1193
23-12-41-800-802,Radio Tuning Panel - INOP Display Toggle,无线电调谐面板-INOP 显示器触发电门,1194
23-24-00-000-801-001,Emergency Locator Transmitter -Removal,应急定位器发射机-拆卸,1195
23-24-00-400-801-001,Emergency Locator Transmitter -Installation,应急定位器发射机-安装,1196
23-24-00-900-801-001,Emergency Locator Transmitter Battery - Replacement,应急定位器发射机电池-更换,1197
23-24-00-710-801-001,ELT - Operational Test,应急定位器发射机ELT-操作测试,1198
23-24-02-000-801,ELT Antenna - Removal,ELT 天线-拆卸,1199
23-24-02-400-801,ELT Antenna - Installation,ELT 天线-安装,1200
23-24-03-000-801,Emergency Locator Transmitter (ELT) Control Panel Removal,应急定位器发射机(ELT)控制板拆卸,1201
23-24-03-400-801,Emergency Locator Transmitter (ELT) Control Panel installation,应急定位器发射机(ELT)控制板安装,1202
23-27-00-740-815-001,ACARS - Operational Test,ACARS-操作测试,1203
23-27-00-700-813-001, FMC 和VHF 连接测试ACARS Initialization FMC and VHF Link Test,ACARS 初始化,1204
23-27-00-700-814-001,ACARS Interface Out-Off-On-In Discrete Test,ACARS 接口Out-Off-On-In 离散测试,1205
23-27-00-700-815-001,ACARS - System Test,ACARS-系统测试,1206
23-27-11-700-801,MIDU Software Configuration Check,多功能交互式显示器(MIDU)软件构型检查,1207
23-27-11-000-801,Multipurpose Interactive Display Unit (MIDU) Software Installation using the PCMCIA Interface,使用PCMCIA 接口安装多功能交互显示组件(MIDU)软件,1208
23-27-11-020-801,Multpurpose Interactive Display Unit (MIDU) Removal,多功能交互显示组件(MIDU)拆卸,1209
23-27-11-400-801,Multipurpose Interactive Display Unit Installation,多功能交互显示组件安装,1210
23-27-32-700-801,ACARS Software Configuration Check,ACARS 软件构型检查,1211
23-27-32-000-801,ACARS Software Installation with an Airborne Data Loader (ADL),带有机载数据装载机(ADL)的ACARS 软件装置,1212
23-27-32-470-801,ACARS Software Installation with a Portable Data Loader (PDL),用手提式数据装载机(PDL)的ACARS 软件安装,1213
23-27-32-020-801,ACARS Management Unit Removal,ACARS 管理组件拆卸,1214
23-27-32-420-801,ACARS Management Unit Installation,ACARS 管理组件安装,1215
23-27-33-700-802,ACARS Communications Management Unit (CMU) Software Configuration Check,ACARS 通讯管理组件(CMU)软件结构检查,1216
23-27-33-470-802,ACARS Communications Management Unit Software Installation with an Airborne Data Loader (ADL),用机载数据装载机(ADL)的ACARS通讯管理组件软件安装,1217
23-27-33-020-801,ACARS Communications Management Unit (CMU) Removal,ACARS 通讯管理组件(CMU)拆卸,1218
23-27-33-420-801,ACARS Communications Management Unit (CMU) Installation,ACARS 通讯管理组件(CMU)安装,1219
23-27-35-700-801,ACARS Airplane Personality Module (APM) Data Verification Check,ACARS 飞机个性模块(APM)数据校验检查,1220
23-27-35-700-802,ACARS Airplane Personality Module (APM) Software Installation,ACARS 飞机个性模块(APM)软件安装,1221
23-27-35-020-801,ACARS Airplane Personality Module (APM) Removal,ACARS 飞机个性模块(APM)拆卸,1222
23-27-35-420-801,ACARS Airplane Personality Module (APM) Installation,ACARS 飞机个性模块(APM)安装,1223
23-28-00-700-801,SELCAL System - Operational Test,SELCAL 系统-操作测试,1224
23-28-11-020-801,SELCAL Decoder Unit Removal,SELCAL 译码器组件的拆卸,1225
23-28-11-420-801,SELCAL Decoder Installation,SELCAL 译码器安装,1226
23-28-21-000-801,SELCAL Control Panel - Removal,SELCAL 控制面板-拆卸,1227
23-28-21-400-801,SELCAL Control Panel - Installation,SELCAL 控制面板-安装,1228
23-31-00-740-801,Passenger Address System -Operational Test,旅客广播系统-操作测试,1229
23-31-00-730-801,Passenger Address System - System Test,旅客广播系统-系统测试,1230
23-31-01-000-801,Passenger Address (PA) Amplifier Removal,旅客广播(PA)放大器的拆卸,1231
23-31-01-400-801,Passenger Address (PA) Amplifier Installation,旅客广播(PA)放大器的安装,1232
23-31-02-000-801,Passenger Service Unit (PSU) Speaker Removal,旅客服务组件(PSU)扬声器的拆卸,1233
23-31-02-400-801,Passenger Service Unit (PSU) Speaker Installation,旅客服务组件(PSU)扬声器的安装,1234
23-31-03-000-801,Attendant Speaker Removal,乘务员扬声器拆卸,1235
23-31-03-400-801,Attendant Speaker Installation,乘务员扬声器安装,1236
23-31-05-000-801,Lavatory Speaker Removal,盥洗室扬声器拆卸,1237
23-31-05-400-801,Lavatory Speaker Installation,盥洗室扬声器安装,1238
05-51-53-210-801,Interior Ice Removal,内部除冰,1239
05-51-54-210-801,Tire Tread Loss or Tire Burst Conditional Inspection,胎面磨损或轮胎爆裂状况检查,1240
05-51-56-200-801,Smoke or Fumes in Cabin (Conditional Inspection),客舱内烟雾或蒸气(条件检查),1241
05-51-81-210-801,Cabin Depressurization Conditional Inspection,客舱释压状况检查,1242
05-51-91-790-801,Cabin Pressure Leak Test,客舱压力泄漏测试,1243
12-11-00-650-801,Precautions and Limits for the Refuel Operation,加油操作的注意事项和限制,1244
12-11-00-650-807,Prepare the Airplane for a Refuel Operation,准备对飞机进行加油操作,1245
12-11-00-650-802,Pressure Refuel Procedure,压力加油程序,1246
12-11-00-650-808, 进行加油操作Refuel Operation When the Refuel Quantity Indicators Flash,当加油量指示器闪亮时,1247
12-11-00-650-803, 进行加油操作Refuel Operation When the Fuel Quantity Indicating System Does not Operate,当油量指示系统不运行时,1248
12-11-00-650-806,Pressure Refueling Operation For A Refuel Valve That Does Not Open Electrically,对没有电动打开的加油阀进行压力加油操作,1249
12-11-00-680-801,Fuel System Sumping,燃油系统沉淀,1250
12-11-00-650-804,Drain the Fuel from the Sumps after Defueling,抽油后排放油槽中的燃油,1251
23-31-07,PRE-RECORDED ANNOUNCEMENT MACHINE (PRAM) - MAINTENANCE PRACTICES,预录广播机(PRAM)-维护实施,1252
23-31-07-000-801,Pre-Recorded Announcement Machine (PRAM) Removal,预录广播机(PRAM)的拆卸,1253
23-31-07-400-801,Pre-Recorded Announcement Machine (PRAM) Installation,预录广播机(PRAM)的安装,1254
23-32-00-710-802,Passenger Video System - Operational Test,乘客视频系统-操作测试,1255
23-32-01-000-801,Video Reproducer Removal,视频播放机的拆卸,1256
23-32-01-400-801,Video Reproducer Installation,视频播放机的安装,1257
23-32-02,VIDEO SYSTEM CONTROL UNIT -MAINTENANCE PRACTICES,视频系统控制组件-维护实施,1258
23-32-02-700-801,Video System BITE Test,视频系统BITE 测试,1259
23-32-02-000-801-001,Video System Control Unit Removal,视频系统控制组件的拆卸,1260
23-32-02-400-801-001,Video System Control Unit Installation,视频系统控制组件的安装,1261
23-32-03-000-801,Video Distribution Unit Removal,视频分配组件拆卸,1262
23-32-03-400-801,Video Distribution Unit Installation,视频分配组件安装,1263
23-32-06,DIGITAL INTERFACE UNIT - MAINTENANCE PRACTICES,数字接口组件-维护实施,1264
23-32-06,DIGITAL INTERFACE UNIT - REMOVAL/INSTALLATION,数字接口组件-拆卸/安装,1265
23-32-07,AIRSHOW CONTROL UNIT - REMOVAL/INSTALLATION,空中显示控制装置-拆卸/安装,1266
23-32-13,PSU-MOUNTED LCD MONITOR - REMOVAL/INSTALLATION,PSU-固定的LCD 监控器-拆卸/安装,1267
23-32-14,WALL-MOUNTED LCD MONITOR -REMOVAL/INSTALLATION,壁式LCD 监控器-拆卸/安装,1268
23-34-00-710-801,Passenger Entertainment System -Operational Test,乘客娱乐系统-操作测试,1269
23-34-01,AUDIO ENTERTAINMENT PLAYER -MAINTENANCE PRACTICES,音频娱乐播放器-维护实施,1270
23-34-02,AUDIO MULTIPLEXER - REMOVAL/INSTALLATION,音频多路调制器-拆卸/安装,1271
23-34-03,AUDIO BITE PANEL - MAINTENANCE PRACTICES,音频BITE 面板-维护实施,1272
23-34-03-700-803,Passenger Entertainment System BITE Test,乘客娱乐系统BITE 测试,1273
23-34-03,AUDIO BITE PANEL - REMOVAL/INSTALLATION,音频BITE 面板-拆卸/安装,1274
23-34-04-000-801,Seat Electronics Box Removal,座椅电子盒拆卸,1275
23-34-04-400-801,Seat Electronics Box Installation,座椅电子盒安装,1276
23-34-05,ENTERTAINMENT SWITCH MODULE -REMOVAL/INSTALLATION,娱乐电门组件-拆卸/安装,1277
23-34-11,PASSENGER CONTROL UNIT - REMOVAL/INSTALLATION,旅客控制组件-拆卸/安装,1278
23-41-00-710-801,Service Interphone System -Operational Test,勤务内话系统-操作测试,1279
23-42-01,ATTENDANT HANDSET - REMOVAL/INSTALLATION,乘务员话筒-拆卸/安装,1280
23-42-01-400-803,Attendant Handset Installation,乘务员话筒安装,1281
23-42-01-700-80,Attendant Handset Installation Test,乘务员话筒安装测试,1282
23-42-02,FLIGHT DECK HANDSET - REMOVAL/INSTALLATION,驾驶舱电话听筒-拆卸/安装,1283
23-43-00-710-801,Flight and Ground Crew Call System -Operational Test,飞行机组和地勤人员呼叫系统-操作测试,1284
23-43-02,GROUND CREW CALL HORN - REMOVAL/INSTALLATION,地勤人员呼叫喇叭-拆卸/安装,1285
23-51-00-710-801,Flight Interphone System - Operational Test,飞行内话系统-操作测试,1286
23-51-01,REMOTE ELECTRONICS UNIT - REMOVAL/INSTALLATION,遥控电子设备-拆卸/安装,1287
23-51-02-000-801,Audio Control Panel Removal,音频控制面板拆卸,1288
23-51-02-400-801,Audio Control Panel Installation,音频控制面板安装,1289
23-51-03,Flight Interphone Speaker Removal/Installation,飞行内话扬声器-拆卸/安装,1290
23-51-04-000-801,Control Wheel PTT Switch Removal,驾驶盘PTT 电门拆卸,1291
23-51-04-400-801,Control Wheel PTT Switch Installation,驾驶盘PTT 电门安装,1292
23-51-05,GLARESHIELD PTT SWITCH - REMOVAL/INSTALLATION,遮光板PTT 电门-拆卸/安装,1293
23-61-00,STATIC DISCHARGERS - MAINTENANCE  PRACTICES,静电放电刷-维护实施,1294
23-61-00-000-801,Static Discharger Removal,静电放电刷的拆卸,1295
23-61-00-400-801,Static Discharger Installation,静电放电刷安装,1296
23-61-00-210-801,Static Discharger Inspection,静电放电刷检查,1297
23-61-00-760-801,Static Discharger Resistance Measurement,静电放电刷电阻的测量,1298
23-71-00-710-801,Voice Recorder System - Operational Test,话音记录器系统-操作测试,1299
23-71-00-730-801,Voice Recorder System - System Test,话音记录器系统-系统测试,1300
23-71-11-000-801,Voice Recorder Removal,话音记录器的拆卸,1301
23-71-11-400-801,Voice Recorder Installation,话音记录器的安装,1302
23-71-12-000-801,Voice Recorder Control Panel Removal,话音记录器控制面板的拆卸,1303
23-71-12-400-801,Voice Recorder Control Panel Installation,话音记录器控制面板的安装,1304
23-71-21,UNDERWATER LOCATOR BEACON -MAINTENANCE PRACTICES,水下定位信标-维护实施,1305
23-71-21-000-801,Underwater Locator Beacon (ULB) Removal,水下定位信标(ULB)拆卸,1306
23-71-21-400-801,Underwater Locator Beacon (ULB) Installation,水下定位信标(ULB)安装,1307
23-75-00-730-804,Flight Deck Entry Video Surveillance System - System Test,驾驶舱进入视频监视系统-系统测试,1308
23-75-02-000-804,Video Camera - Removal,视频摄影机-拆卸,1309
23-75-02-400-804,Video Camera - Installation,视频摄影机-安装,1310
23-75-03-000-802,Flight Deck Camera Select Panel -Removal,驾驶舱摄影机选择面板-拆卸,1311
23-75-03-400-802,Flight Deck Camera Select Panel -Installation,驾驶舱摄影机选择面板-安装,1312
23-75-10-000-801,Video Interface Unit - Removal,视频接口组件-拆卸,1313
23-75-10-400-801,Video Interface Unit - Installation,视频接口组件-安装,1314
23-81-00-710-803,PC Power System - Operational Test,PC 电源系统-操作测试,1315
23-81-00-730-801,PC Power System - System Test,PC 电源系统-系统测试,1316
23-81-01,MASTER CONTROL UNIT - REMOVAL/INSTALLATION,主控制装置-拆卸/安装,1317
23-81-04,OUTLET UNIT - REMOVAL/INSTALLATION,插座组件-拆卸/安装,1318
23-81-05,IN-SEAT POWER SUPPLY - REMOVAL/INSTALLATION,椅内电源-拆卸/安装,1319
23-81-07,CONFIGURATION MODULE - REMOVAL/INSTALLATION,构型组件 - 拆卸/安装,1320
24-11-00-700-801,IDG Oil System Static Leak Check,IDG 滑油系统静压泄漏检查,1321
24-11-00-700-804,IDG Push-to-Vent Valve Replacement,IDG 按压式通风活门的更换,1322
24-11-00-700-802,Operational Test For Number 1 IDG,1号 IDG的操作测试,1323
24-11-00-700-803,Operational Test For Number 2 IDG,2号 IDG的操作测试,1324
24-11-11-000-801,Integrated Drive Generator (IDG)Removal,整体驱动发电机(IDG)拆卸,1325
24-11-11-400-801,Integrated Drive Generator (IDG) Installation,整体驱动发电机(IDG)的安装,1326
24-11-11-700-801,Integrated Drive Generator Disconnect and Reset Check,综合驱动发电机断开和重置检查,1327
24-11-21-000-801,Integrated Drive Generator (IDG) Air/Oil Cooler Removal,综合驱动发电机(IDG)空气/滑油冷却器的拆卸,1328
24-11-21-400-801,Integrated Drive Generator (IDG) Air/Oil Cooler Installation,综合驱动发电机(IDG)空气/滑油冷却器的安装,1329
24-11-41-000-801,IDG Scavenge and Charge Filter Removal,IDG 回油滤和注油滤的拆卸,1330
24-11-41-200-801,IDG Scavenge and Charge Filter Inspection/Check,IDG 回油滤和注油滤的探伤/检查,1331
24-11-41-400-801,IDG Scavenge and Charge Filter Installation,IDG 回油滤和注油滤的安装,1332
24-11-61-000-801,Quick Attach/Detach (QAD) Adapter Removal,快装/快卸(QAD)转接器的拆卸,1333
24-11-61-400-801,Quick Attach/Detach (QAD) Adapter Installation,快装/快卸(QAD)转接器的安装,1334
24-11-61-200-801,QAD Adapter Torque Check,QAD 转接器力矩检查,1335
24-21-00-700-803,Operational Test for the AC Generation and Control System,交流发电机和控制系统的操作测试,1336
24-21-00-700-802,System Test for the AC Generation and Control System,交流发电和控制系统的系统测试,1337
24-21-21-000-801,Power Distribution Panel Removal,电源分配面板拆卸,1338
24-21-21-400-801,Power Distribution Panel Installation,配电板的安装,1339
24-21-22,Rigid Bus Assembly Removal/Installation,刚性汇流条组件-拆卸/安装,1340
24-21-41-000-801,Breaker Removal,跳开关拆卸,1341
24-21-41-400-801,Breaker Installation,跳开关的安装,1342
24-21-51,AC System Generator and APU Module Removal/Installation,AC 系统发电机和APU组件-拆卸/安装,1343
24-21-52,Generator Drive and Standby Power Module Removal/Installation,发电机驱动装置和备用电源组件(P5-5)-拆卸/安装,1344
24-21-53,Electrical Meters Battery and GalleyPower Module Removal/Installation,电气仪表、电瓶和厨房电源组件(P5-13)-拆卸/安装,1345
24-21-71,Current Transformer Removal/Installation,变流器-拆卸/安装,1346
24-21-81,Generator Control Unit Removal/Installation,发电机控制组件-拆卸/安装,1347
24-22-00-860-811,Supply Electrical Power,接通电源,1348
24-22-00-860-812,Remove Electrical Power,断开电源,1349
24-22-00-860-813,Supply External Power,提供外部电源,1350
24-22-00-860-814,Remove External Power,撤除外部电源,1351
24-22-00-860-815,Supply APU Generator Power,提供APU 发电机电源,1352
24-22-00-860-816,Remove APU Generator Power,撤除APU 发电机电源,1353
24-22-00-860-817,Supply IDG Power,提供 IDG 电源,1354
24-22-00-860-818,Remove IDG Power,断开 IDG 电源,1355
24-31-00-700-801,The Operational Test of the DC System,DC 发电系统的操作测试,1356
24-31-11-000-801-001,Battery Removal,电瓶的拆卸,1357
24-31-11-400-801-001,Battery Installation,电瓶安装,1358
24-31-11-200-801,Battery Connector Inspection,电瓶插头检查,1359
24-31-21-000-802-002,Main Battery Charger Removal,主电瓶充电器拆卸,1360
24-31-21-400-802-002,Main Battery Charger Installation,主电瓶充电器安装,1361
24-31-21-710-801,Main Battery Charger Operational Test,主电瓶充电器操作测试,1362
24-31-31-000-801,Auxiliary Battery Charger Removal,辅助电瓶充电器的拆卸,1363
24-31-31-400-801,Auxiliary Battery Charger Installation,辅助电瓶充电器的安装,1364
24-31-31-710-801,Auxiliary Battery Charger Operational Test,辅助电瓶充电器的操作测试,1365
24-31-41-000-801,Dual Battery RCCB Removal,双电瓶 RCCB 的拆卸,1366
24-31-41-400-801,Dual Battery RCCB Installation,双电瓶 RCCB 的安装,1367
24-31-41-710-801,Operational Test for the Dual Battery RCCB,操作测试双电瓶RCCB,1368
24-32-11-000-801,Transformer Rectifier Unit Removal,变压整流器拆卸,1369
24-32-11-400-801,Transformer Rectifier Unit Installation,变压整流器安装,1370
24-34-00-710-801,The Operational Test of the Standby Power System,备用电源系统的操作测试,1371
24-34-11-000-801,SPCU Removal,备用动力控制组件(SPCU)拆卸,1372
24-34-11-400-801,SPCU Installation,备用动力控制组件(SPCU)安装,1373
24-34-21-000-801,Static Inverter Removal,静变流器的拆卸,1374
24-34-21-400-801,Static Inverter Installation,静变流器安装,1375
24-34-31-000-801-001,Static Inverter RCCB Removal,静变流器 RCCB 的拆卸,1376
24-34-31-400-801-001,Static Inverter RCCB Installation,静变流器 RCCB 的安装,1377
24-41-00-700-801,AC External Power Operational Test,交流电外部电源操作测试,1378
24-41-11-000-801,External Power Receptacle Removal,外部电源插座的拆卸,1379
24-41-11-400-801,External Power Receptacle Installation,外部电源插座的安装,1380
24-41-11-960-801,External Power Receptacle Pins Replacement,更换外电源插座销,1381
12-12-00-610-801,Hydraulic Reservoir Servicing,液压油箱勤务,1382
12-13-11-600-801,Replenish the Engine Oil,补充发动机滑油,1383
12-13-11-600-806,Replenish the Engine Oil (Remote Fill Procedure),补充发动机滑油(远端填满程序),1384
12-13-11-600-803,Drain the Engine Oil,排放发动机滑油,1385
12-13-11-100-801,Flush The Engine Oil System,冲洗发动机滑油系统,1386
12-13-11-750-801,Oil Sampling For Analysis,滑油取样用于分析,1387
12-13-21-200-801,IDG Oil Level Check,IDG 油位检查,1388
12-13-21-600-801,IDG Servicing (Oil Fill),IDG 勤务(注油),1389
12-13-21-200-802,IDG Differential Pressure Indicator (DPI) Check,IDG 压差指示器(DPI)检查,1390
12-13-21-600-802,IDG Oil Change,IDG 滑油更换,1391
12-13-31-200-801,APU Oil Level Inspection,APU 油位检查,1392
12-13-31-610-801,Drain the APU Oil,排放APU滑油,1393
12-13-31-610-802,Flush the APU Oil,冲洗APU滑油,1394
24-41-11-200-801,External Power Receptacle - Internal Inspection,外电源插座-内部检查,1395
24-41-11-200-804,External Power Receptacle - External Inspection,外电源插座-外部检查,1396
24-41-11-200-802,External Power Receptacle Pin Inspection,外部电源插座插脚的检查,1397
24-41-11-200-803,External Power Receptacle Neutral Pinto Ground Continuity Check,外部电源插座中性插脚到接地线的导通性检查,1398
24-41-12-000-801,External Power Contactor Removal,外部电源接触器的拆卸,1399
24-41-12-400-801,External Power Contactor Installation,外部电源接触器的安装,1400
24-41-21-000-801,BUS POWER CONTROL UNIT (BPCU) Removal,汇流条电源控制组件(BPCU)拆卸,1401
24-41-21-400-801,BUS POWER CONTROL UNIT (BPCU) Installation,汇流条电源控制组件(BPCU)安装,1402
24-51-11-000-801,Load Shed Relay Removal,卸载继电器拆卸,1403
24-51-11-400-801,Load Shed Relay Installation,卸载继电器安装,1404
24-61-01-000-801,Cross Bus Tie Relay Removal,交叉汇流条连接继电器拆卸,1405
24-61-01-400-801,Cross Bus Tie Relay Installation,交叉汇流条连接继电器安装,1406
25-11-00,FLIGHT COMPARTMENT SEATS -MAINTENANCE PRACTICES,驾驶舱座椅-维护实施,1407
25-11-01-000-801,Captain’s and First Officer’s Seat Removal,正副驾驶座椅拆卸,1408
25-11-01-400-801,Captain’s and First Officer’s Seat Installation,正副驾驶座椅安装,1409
2025/11/2,First Observer’s Seat Removal/Installation,观察员的座椅-拆卸/安装,1410
2025/11/11,Seat Track Wear Inspection/check,驾驶舱座椅滑轨-检验/检查,1411
2025/11/21,FLIGHT COMPARTMENT PANELS -MAINTENANCE PRACTICES,驾驶舱面板-维护实施,1412
2025/11/22,Flight Compartment Forward Side Panel Removal/Installation,驾驶舱前侧板-拆卸/安装,1413
25-21-12,Window Shade and Reveal AssemblyRemoval/Installation,遮阳帘和显示装置-拆卸/安装,1414
25-21-20,Emergency Exit Doorway Lining Removal/Installation,应急出口门口衬套-拆卸/安装,1415
25-21-24, 后舱门-拆卸/安装Doorway Header Panel Aft Doors Removal/Installation,门道顶板,1416
25-21-25,Sidewall Lining Panel  (Aft Entry and Service Doorways) Removal/Installation,侧壁衬垫面板(后入口和后勤务门道)-拆卸/安装,1417
25-21-30, 前登机舱门-拆卸/安装Doorway Header Panel Forward Entry Door Removal/Installation,门道顶板,1418
25-21-31,Sidewall Lining Panel (Forward Entry Doorway) Removal/Installation,侧壁衬套面板(前入口门口)-拆卸/安装,1419
25-21-34, 前厨房门-拆卸/安装Doorway Header Panel Forward Galley Door Removal/Installation,门道顶板,1420
25-21-35,Door Surround Panel (Forward Galley Doorway) Removal/Installation,门环绕面板(前厨房门口)-拆卸/安装,1421
25-21-45,Sculptured Ceiling Panel Removal/Installation,刻纹天花板-拆卸/安装,1422
25-21-46,Sidewall Panel Removal/Installation,侧壁板组件-拆卸/安装,1423
25-21-71,Forward and after Lowered Ceiling Removal/Installation,前后下部天花板-拆卸/安装,1424
25-22-00,Passenger Seat Removal/Installation,客舱座椅-拆除/安装,1425
25-22-00,Passenger Seat Belt Inspection/Check,客舱座椅-检验/检查,1426
25-22-00-710-801,Passenger Seat Recline Operational Check and Inspection,客舱座椅斜倚操作检查和检验,1427
25-22-00-710-802,Passenger Seat Breakover Check at Emergency Exits,在应急出口处客舱座椅斜靠背检查,1428
25-22-00-710-803,Passenger Seat Recline Restriction Check at Emergency Exits,在应急出口处客舱座椅斜靠限制检查,1429
25-22-10,PRIMEX PC POWER SYSTEM - REMOVAL/INSTALLATION,PRIMEX PC 电源系统-拆卸/安装,1430
25-23-13,ATTENDANT/LAVATORY SERVICE UNITS -REMOVAL/INSTALLATION,乘务员/盥洗室勤务组件-拆卸/安装,1431
25-23-61,PASSENGER SERVICE UNIT (PSU) -MAINTENANCE PRACTICES,旅客服务组件(PSU)-维护实施,1432
25-24-05,MONUMENT MOUNTED CURTAIN AND TRACK - REMOVAL/INSTALLATION,标志柱装配窗帘和导轨-拆卸/安装,1433
25-24-07,CEILING MOUNTED CURTAIN TRACK -REMOVAL/INSTALLATION,天花板装配窗帘导轨-拆卸/安装,1434
25-24-10,CLASS DIVIDER HEADER - REMOVAL/INSTALLATION,顶部分配器组合-拆卸/安装,1435
25-24-15,PARTITIONS - REMOVAL/INSTALLATION,隔板-拆卸/安装,1436
25-24-31,OVERHEAD STOWAGE BIN - REMOVAL/INSTALLATION,顶部贮藏箱-拆卸/安装,1437
25-24-36,OVERHEAD STOWAGE BIN DOOR -MAINTENANCE PRACTICES,顶部贮藏箱门-维护实施,1438
25-24-40,CENTER OVERHEAD STOWAGE BOX -MAINTENANCE PRACTICES,中央顶部贮藏箱-维护实施,1439
